,Jurusan Sekolah,Jenis Sekolah,Jurusan Diterima,PTN Diterima,Rata-rata Matematika,Rata-rata Inggris,Rata-rata Indonesia,Rata-rata Fisika,Rata-rata Kimia,Rata-rata Biologi,Rata-rata Ekonomi,Rata-rata Geografi,Rata-rata Sosiologi,Rata-rata Sejarah
176,IPS,SMA,Ilmu Hukum,UGM,88.0,85.0,89.0,86.84346405228757,87.84313725490196,87.05882352941177,84.0,87.0,94.0,90.0
177,IPA,SMA,Teknologi Industri Pertanian,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
178,IPA,SMA,Statistika,UGM,97.0,97.0,91.0,93.0,97.0,92.0,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
179,IPA,SMA,Teknik Sipil,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
180,IPA,SMA,Pwk,UGM,86.0,88.0,88.0,93.0,88.0,88.0,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
181,IPA,SMA,Teknologi Industri Pertanian,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
182,IPS,SMA,Ilmu Komunikasi,UGM,92.0,93.0,93.0,86.84346405228757,87.84313725490196,87.05882352941177,88.0,88.0,98.0,88.0
183,IPS,SMA,Ilmu Ekonomi,UGM ,82.0,86.0,93.0,86.84346405228757,87.84313725490196,87.05882352941177,91.0,92.0,93.0,93.0
184,IPS,SMA,Manajemen,UGM,84.0,91.0,84.0,86.84346405228757,87.84313725490196,87.05882352941177,81.0,86.0,84.0,84.0
185,IPA,SMA,Tehnik Sipil,UGM,92.0,75.3,75.3,83.76869281045751,89.0,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
186,IPA,SMA,Gizi,UGM,86.0,86.0,89.0,88.0,91.0,90.0,81.0,88.6590909090909,91.88888888888889,87.8125
187,IPA,SMA,Teknik Nuklir,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
188,IPA,SMA,Psikologi,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
189,IPA,SMA,Teknik Industri,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
190,IPS,SMA,Psikologi,UGM,82.0,80.0,86.0,86.84346405228757,87.84313725490196,87.05882352941177,91.0,91.0,89.0,80.0
191,IPS,SMA,Psdk,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
192,IPS,SMA,Akuntansi,UGM,93.0,93.0,92.0,86.84346405228757,87.84313725490196,87.05882352941177,93.0,90.0,94.0,95.0
193,IPA,SMA,Arsitektur,UGM,74.0,78.0,82.0,80.0,75.0,76.0,86.87738095238095,88.6590909090909,91.88888888888889,81.0
194,IPA,SMA,Fkg,UGM,88.0,89.0,89.0,92.0,89.0,90.0,88.10190476190476,88.6590909090909,91.88888888888889,91.0
195,IPS,SMA,Sosiologi,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
196,IPS,SMA,Manajemen Dan Kebijakan Publik (An),UGM,91.0,85.0,89.0,86.84346405228757,87.84313725490196,87.05882352941177,88.10190476190476,88.0,90.0,92.0
197,IPA,SMA,Biologi,UGM,83.0,84.0,84.0,75.3,83.0,83.0,86.87738095238095,88.6590909090909,91.88888888888889,84.0
198,IPA,SMA,Teknik Kimia,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
199,IPA,SMA,Geofisika,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
200,IPA,SMA,Teknik Mesin,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
201,IPA,SMA,Kedokteran Hewan,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,65.92642857142857,88.6590909090909,91.88888888888889,87.8125
202,IPA,SMA,Hukum,UGM,87.0,88.0,88.0,87.0,87.0,87.0,89.0,88.6590909090909,91.88888888888889,87.8125
203,IPA,SMA,Teknik Pertanian,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
204,IPA,SMA,Biologi,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
205,IPA,SMA,Teknologi Hasil Perikanan,UGM,89.0,86.0,83.0,83.0,86.0,84.0,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
206,IPA,SMA,Pembangunan Wilayah,UGM,82.0,95.0,95.0,79.0,87.0,93.0,83.32642857142858,87.0,91.88888888888889,87.8125
207,IPS,SMA,Ilmu Ekonomi,UGM,87.25925925925925,87.78888888888888,87.97407407407408,86.84346405228757,87.84313725490196,87.05882352941177,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
208,IPA,SMA,Sastra Arab,UGM,83.0,89.0,87.0,84.0,84.96862745098039,84.0,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
209,Keperawatan,SMK,Akutansi,UGM,94.0,88.0,93.0,83.0,83.0,85.0,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
210,IPA,SMA,Akuntansi,UGM,92.0,93.0,92.0,92.0,92.0,97.0,97.0,89.39545454545453,91.88888888888889,92.0
211,IPS,SMA,Psikologi,UGM,91.0,86.0,81.0,86.84346405228757,87.84313725490196,87.05882352941177,88.0,89.0,91.0,90.0
212,IPS,SMA,Bahasa Korea,UGM,83.0,87.0,86.0,86.84346405228757,87.84313725490196,87.05882352941177,92.0,87.0,94.0,89.0
213,IPA,SMA,Teknik Planologi,UGM,80.0,81.0,81.0,85.0,85.0,82.0,82.0,88.6590909090909,91.88888888888889,85.0
214,IPA,SMA,Teknik Kimia,UGM,91.0,89.0,92.0,91.0,89.0,90.0,86.87738095238095,88.6590909090909,91.88888888888889,87.8125
215,IPS,SMA,Administrasi Niaga,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
216,IPS,SMA,Sastra Jepang,UI,82.0,83.88866675928499,85.0,84.49301572617946,85.29767441860466,84.18255813953488,86.0,86.0,84.0,84.0
217,IPA,SMA,Sistem Informasi,UI,91.0,83.0,85.0,88.0,88.0,89.0,86.14571428571429,87.0,86.93087709392057,93.0
218,IPS,SMA,Hukum,UI,80.0,89.0,85.0,84.49301572617946,85.29767441860466,84.18255813953488,87.0,87.0,84.0,87.0
219,IPS,SMA,Ilmu Sejarah,UI,86.0,87.0,90.0,78.0,85.29767441860466,84.18255813953488,88.0,85.0,86.0,84.0
220,IPA,SMA,Fisika,UI,88.0,84.0,89.0,90.0,87.0,84.0,85.0,85.51272727272728,86.93087709392057,85.0
221,IPS,SMA,Ilmu Komunikasi,UI,87.0,86.0,88.0,84.49301572617946,85.29767441860466,84.18255813953488,88.0,88.0,92.0,85.0
222,IPA,SMA,Farmasi,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
223,IPA,SMA,Teknik Kimia,UI,91.0,89.0,91.0,91.0,95.0,90.0,86.14571428571429,85.51272727272728,86.93087709392057,84.0
224,IPA,SMA,Kedokteran Gigi,UI,93.0,85.0,82.0,84.0,87.0,85.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
225,IPS,SMA,Sastra Belanda,UI,82.0,83.0,82.0,84.49301572617946,85.29767441860466,84.18255813953488,83.0,84.0,85.0,81.0
226,IPA,SMA,Matematika,UI,89.0,93.0,89.0,92.0,86.0,86.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
227,IPS,SMA,Akuntansi,UI,95.0,86.0,86.0,84.49301572617946,85.29767441860466,84.18255813953488,91.0,91.0,86.0,89.0
228,IPA,SMA,Kedokteran Gigi,UI,80.0,85.0,87.0,78.0,83.0,82.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
229,IPA,SMA,Administrasi Fiskal,UI,84.0,84.0,84.0,82.0,81.0,83.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
230,IPA,SMA,Fisika,UI,80.0,83.0,86.0,82.0,81.0,81.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
231,IPA,SMA,Kedokteran,UI,90.0,93.0,87.0,87.0,92.0,96.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
232,IPA,SMA,Ilmu Gizi,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
233,IPA,SMA,Teknik Industri,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
234,IPA,SMA,Fisika,UI,79.0,83.0,77.0,86.0,80.0,78.0,86.14571428571429,85.51272727272728,86.93087709392057,79.0
235,IPA,SMA,Kimia,UI,85.0,83.0,87.0,81.0,95.0,88.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
236,IPS,SMA,Ilmu Ekonomi Islam,UI,93.0,87.0,87.0,84.49301572617946,85.29767441860466,84.18255813953488,96.0,86.0,85.0,86.0
237,IPA,SMA,Kedokteran,UI,86.0,93.0,91.0,92.0,93.0,91.0,86.14571428571429,85.51272727272728,92.0,83.94388335704126
238,IPA,SMA,Kimia,UI,88.0,84.0,85.0,89.0,89.0,83.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
239,IPA,SMA,Ilmu Kesehatan Masyarakat,UI,86.0,85.0,86.0,84.0,84.0,82.0,83.88742857142857,84.50763636363635,84.35852625635235,84.0
240,IPS,SMA,Sastra Jawa,UI,80.0,82.0,84.0,84.49301572617946,85.29767441860466,84.18255813953488,80.0,80.0,87.0,83.0
241,IPS,SMA,Sastra Belanda,UI,85.0,84.0,88.0,84.49301572617946,85.29767441860466,84.18255813953488,84.0,86.0,85.0,85.0
242,IPS,SMA,Ilmu Administrasi Negara,UI,83.0,84.0,83.0,83.0,85.29767441860466,84.18255813953488,86.0,84.0,84.0,85.0
243,IPA,SMA,Teknologi Bioproses,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
244,IPS,SMA,Hukum,UI,83.0,86.0,85.0,84.49301572617946,85.29767441860466,84.18255813953488,92.0,83.0,94.0,83.94388335704126
245,IPA,SMA,Matematika,UI,92.0,84.0,81.0,87.0,89.0,90.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
246,IPA,SMA,Geografi,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
247,IPA,SMA,Biologi,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
248,IPA,SMA,Kimia,UI,91.0,80.0,87.0,82.0,90.0,81.0,89.0,85.51272727272728,86.93087709392057,83.94388335704126
249,IPA,SMA,Geografi,UI,87.0,87.0,87.0,88.0,90.0,88.0,82.0,85.51272727272728,86.93087709392057,83.0
250,IPA,SMA,Geologi,UI,34.5,34.5,34.5,34.5,34.5,34.5,65.48742857142858,85.51272727272728,86.93087709392057,34.5
251,IPA,SMA,Hukum,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
252,IPA,SMA,Kimia,UI,91.0,85.0,86.0,85.0,85.0,87.0,85.0,85.51272727272728,86.93087709392057,88.0
253,IPA,SMA,Geograf,UI,85.0,86.0,84.0,80.0,85.0,85.0,84.88742857142857,82.50763636363635,85.35852625635235,82.0
254,IPA,SMA,Matematika,UI,97.0,87.0,91.0,96.0,96.0,97.0,85.88742857142857,85.51272727272728,91.0,93.0
255,IPA,SMA,Kimia,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
256,IPS,SMA,Ilmu Sejarah,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
257,IPS,SMA,Manajemen,UI,85.0,88.0,88.0,84.49301572617946,85.29767441860466,84.18255813953488,85.0,90.0,84.0,89.0
258,IPA,SMA,Kimia,UI,88.0,84.0,85.0,81.0,86.0,83.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
259,IPA,SMA,Geofisika,UI,94.0,83.0,83.0,84.0,87.0,88.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
260,IPA,SMA,Geofisika,UI,88.0,81.0,82.0,87.0,84.0,84.0,82.0,85.51272727272728,86.93087709392057,83.94388335704126
261,IPA,SMA,Geofisika,UI,87.0,88.0,87.0,91.0,88.0,85.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
262,IPA,SMA,Fisika,UI,89.0,87.0,83.0,82.0,81.0,87.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
263,IPA,SMA,Fisika,UI,88.0,84.0,82.0,88.0,85.0,83.0,86.14571428571429,82.0,86.93087709392057,82.0
264,IPA,SMA,Fisika,UI,81.0,87.0,82.0,84.0,82.0,86.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
265,IPA,SMA,Akuntansi,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
266,IPA,SMA,Statistika,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
267,IPA,SMA,Geologi,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
268,IPA,SMA,Akutansi,UI,44.693124999999995,54.255466703714,85.0,87.0,74.3,83.0,86.14571428571429,85.51272727272728,86.93087709392057,85.0
269,IPA,SMA,Geografi,UI,85.0,85.0,89.0,83.0,89.0,85.0,86.14571428571429,85.51272727272728,86.93087709392057,87.0
270,IPS,SMA,Ilmu Ekonomi Islam,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
271,IPS,SMA,Manajemen,UI,85.0,80.0,84.0,84.49301572617946,85.29767441860466,84.18255813953488,84.0,85.0,83.0,85.0
272,IPA,SMA,Teknik Elektro,UI,89.0,83.0,89.0,88.0,90.0,88.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
273,IPS,SMA,Kriminologi,UI,84.0,84.177733351857,88.0,80.0,85.29767441860466,84.18255813953488,88.0,86.0,85.0,85.0
274,IPA,SMA,Geologi,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
275,IPS,SMA,Ilmu Komunikasi,UI,84.0,83.88866675928499,89.0,84.49301572617946,85.29767441860466,84.18255813953488,84.0,82.0,86.93087709392057,84.18877667140825
276,IPA,SMA,Manajemen,UI,86.0,83.0,87.0,82.0,86.0,85.0,88.0,85.51272727272728,86.93087709392057,88.0
277,IPS,SMA,Ilmu Adm. Fiskal,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
278,IPA,SMA,Kimia,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
279,IPS,SMA,Sosiologi,UI,80.0,87.0,84.0,84.49301572617946,85.29767441860466,84.18255813953488,91.0,84.0,88.0,84.0
280,IPA,SMA,Ilmu Komputer,UI,92.0,85.0,86.0,85.0,85.0,84.0,85.0,85.51272727272728,86.93087709392057,83.94388335704126
281,IPA,SMA,Statistika,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
282,IPS,SMA,Sastra Indonesia,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
283,IPA,SMA,Geologi,UI,89.0,86.0,91.0,89.0,88.0,96.0,87.88742857142857,87.50763636363635,86.35852625635235,88.18877667140825
284,IPA,SMA,Ilmu Keperawatan,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
285,IPA,SMA,Matematika ,UI,94.0,85.0,88.0,95.0,89.0,87.0,86.0,85.51272727272728,86.93087709392057,84.0
286,IPS,SMA,Ilmu Hubungan Internasional,UI,83.0,86.0,86.0,84.49301572617946,85.29767441860466,84.18255813953488,85.0,84.0,89.0,91.0
287,IPA,SMA,Psikologi,UI,82.0,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
288,IPA,SMA,Kedokteran Gigi,UI,90.0,84.0,91.0,89.0,84.0,85.0,86.14571428571429,85.51272727272728,86.93087709392057,82.0
289,IPA,SMA,Psikologi,UI,84.0,79.0,88.0,77.0,83.0,78.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
290,IPA,SMA,Ilmu Ekonomi,UI,93.0,93.0,93.0,93.0,93.0,91.0,86.0,85.51272727272728,86.93087709392057,83.94388335704126
291,IPA,SMA,Matematika,UI,92.0,86.0,84.0,86.0,86.0,83.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
292,IPA,SMA,Teknik Sipil,UI,92.0,83.0,84.0,87.0,81.0,75.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
293,IPS,SMA,Akuntansi,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
294,IPS,SMA,Psikologi ,UI,78.0,82.0,83.0,82.89580943570768,85.29767441860466,81.70953488372092,88.0,82.0,86.0,80.0
295,IPS,SMA,Akuntansi,UI,93.0,83.0,86.0,84.49301572617946,85.29767441860466,84.18255813953488,87.0,92.0,92.0,80.0
296,IPA,SMA,Teknik Industri,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
297,IPA,SMA,Geofisika,UI,88.0,85.0,87.0,87.0,86.0,81.0,86.14571428571429,85.51272727272728,86.93087709392057,90.0
298,IPA,SMA,Matematika,UI,83.0,83.0,85.0,77.0,85.0,78.0,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
299,IPA,SMA,Teknik Industri,UI,87.0,91.0,88.0,86.0,85.0,86.0,92.0,85.51272727272728,86.93087709392057,87.0
300,IPS,SMA,Akuntansi,UI,89.0,83.0,84.0,84.49301572617946,85.29767441860466,84.18255813953488,89.0,87.0,87.0,84.0
301,IPS,SMA,Akuntansi,UI,85.465625,83.88866675928499,85.24603174603176,84.49301572617946,85.29767441860466,84.18255813953488,86.14571428571429,85.51272727272728,86.93087709392057,83.94388335704126
302,IPA,SMA,Kedokteran,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
303,IPA,SMA,Hukum,UNAIR,83.0,89.0,86.0,83.0,83.0,82.0,86.09761904761905,85.93333333333334,85.36666666666667,86.6
304,IPA,SMA,Kedokteran ,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
305,IPA,SMA,Pendidikan Apoteker,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
306,IPS,SMA,Manajemen,UNAIR,95.0,90.0,85.0,85.45,85.53787878787878,86.52272727272728,89.0,83.0,85.0,84.0
307,IPS,SMA,Akuntansi,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
308,IPA,SMA,Biologi,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
309,IPA,SMA,Kedokteran,UNAIR,94.0,92.0,96.0,96.0,97.0,97.0,92.0,89.0,87.0,89.0
310,IPS,SMA,Psikologi,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
311,IPA,SMA,Psikologi,UNAIR,88.0,88.0,88.0,86.0,88.0,88.0,86.09761904761905,85.93333333333334,85.36666666666667,86.6
312,IPS,SMA,Akuntansi,UNAIR,81.0,80.0,82.0,80.47,80.52272727272728,83.11363636363637,86.0,81.0,84.0,85.0
313,IPA,SMA,Budidaya Perairan,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
314,IPS,SMA,Ilmu Komunikasi,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
315,IPA,SMA,Kesehatan Masyarakat,UNAIR,87.0,84.0,88.0,83.0,81.0,87.0,83.0,85.93333333333334,85.36666666666667,82.0
316,IPA,SMA,Pendidikan Ners,UNAIR,85.0,87.0,88.0,87.0,85.0,83.0,84.61952380952381,85.93333333333334,86.42,90.0
317,IPS,SMA,Psikologi,UNAIR,93.0,87.0,86.0,85.45,85.53787878787878,86.52272727272728,83.0,89.0,85.0,90.0
318,IPS,SMA,Psikologi,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
319,IPS,SMA,Manajemen,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
320,IPA,SMA,Kedokteran Hewan,UNAIR,87.0,83.0,81.0,81.0,79.0,84.0,86.09761904761905,85.93333333333334,85.36666666666667,89.0
321,IPA,SMA,Teknobiomedik,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
322,IPA,SMA,Pendidikan Dokter,UNAIR,92.0,90.0,85.0,90.0,86.0,92.0,91.0,85.93333333333334,85.36666666666667,86.6
323,IPA,SMA,Budidaya Perairan,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
324,IPS,SMA,Akuntansi,UNAIR,85.0,89.0,87.0,85.45,85.53787878787878,86.52272727272728,86.0,89.0,84.0,90.0
325,IPA,SMA,Apoteker,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
326,IPS,SMA,Hukum,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
327,IPA,SMA,Pendidikan Apoteker,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
328,IPS,SMA,Hukum,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
329,IPS,SMA,Ilmu Hukum,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
330,IPS,SMA,Akuntansi,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
331,IPA,SMA,Sastra Inggris ,UNAIR,86.0,83.0,91.0,79.49,79.0,78.0,82.85857142857142,85.17333333333333,85.36666666666667,80.0
332,IPA,SMA,Kesehatan Masyarakat,UNAIR,86.0,87.0,91.0,87.0,92.0,89.0,86.09761904761905,85.93333333333334,85.36666666666667,86.6
333,IPA,SMA,Kesehatan Masyarakat,UNAIR,85.0,85.0,84.0,80.0,83.0,84.0,83.23904761904762,85.93333333333334,85.36666666666667,87.0
334,IPA,SMA,Pendidikan Dokter Gigi,UNAIR,89.0,91.0,92.0,92.0,93.0,91.0,86.09761904761905,85.93333333333334,85.36666666666667,86.6
335,IPS,SMA,Akuntansi,UNAIR,87.73333333333333,87.0,87.33333333333333,85.45,85.53787878787878,86.52272727272728,86.09761904761905,85.93333333333334,85.36666666666667,86.6
336,IPS,SMA,Manajemen,UNDIP,86.24999999999999,85.5,87.83333333333333,83.36,85.1,86.17272727272727,87.27142857142857,87.5,87.0,88.19047619047618
337,IPS,SMA,Ekonomi Islam,UNDIP,83.0,80.0,85.0,83.36,85.1,86.17272727272727,89.0,88.0,89.0,91.0
338,IPA,SMA,Teknik Geodesi,UNDIP,86.24999999999999,85.5,87.83333333333333,83.36,85.1,86.17272727272727,87.27142857142857,87.5,87.0,88.19047619047618
339,IPA,SMA,Teknik Kimia,UNDIP,87.0,83.0,90.0,95.0,94.0,89.0,87.27142857142857,87.5,87.0,88.19047619047618
340,IPA,SMA,Agribisnis,UNDIP,86.24999999999999,85.5,87.83333333333333,83.36,85.1,86.17272727272727,87.27142857142857,87.5,87.0,88.19047619047618
341,IPA,SMA,Manajemen Sd Perairan,UNDIP,76.0,83.0,85.0,58.6,59.6,82.0,85.0,87.5,87.0,86.11428571428571
342,IPA,SMA,Ilmu Gizi,UNDIP,84.0,90.0,90.0,89.0,91.0,87.0,87.27142857142857,87.5,87.0,92.0
343,IPS,SMA,Hukum,UNDIP,86.24999999999999,85.5,87.83333333333333,83.36,85.1,86.17272727272727,87.27142857142857,87.5,87.0,88.19047619047618
344,IPS,SMA,Manajemen,UNDIP,86.24999999999999,85.5,87.83333333333333,83.36,85.1,86.17272727272727,87.27142857142857,87.5,87.0,88.19047619047618
